id,isbn13,title,authors,published_year,page_count,language,description,avg_rating,rating_count,category
385,9780312939700,Tiny Beautiful Things,Cheryl Strayed,2012,370,en,"NATIONAL BESTSELLER • Soon to be a Hulu Original series • The internationally acclaimed author of Wild collects the best of The Rumpus's Dear Sugar advice columns plus never-before-published pieces. Rich with humor and insight—and absolute honesty—this ""wise and compassionate"" (New York Times Book Review) book is a balm for everything life throws our way. Life can be hard: your lover cheats on you; you lose a family member; you can’t pay the bills—and it can be great: you’ve had the hottest sex of your life; you get that plum job; you muster the courage to write your novel. Sugar—the once-anonymous online columnist at The Rumpus, now revealed as Cheryl Strayed, author of the bestselling memoir Wild—is the person thousands turn to for advice.","0,4",185,Biography & Autobiography
386,9781616084738,The Opposite of Loneliness,Marina Keegan,2014,240,en,"An affecting and hope-filled posthumous collection of essays and stories from the talented young Yale graduate whose title essay captured the world's attention in 2012 and turned her into an icon for her generation. An affecting and hope-filled posthumous collection of essays and stories from the talented young Yale graduate whose title essay captured the world's attention in 2012 and turned her into an icon for her generation. Marina Keegan's star was on the rise when she graduated magna cum laude from Yale in May 2012. She had a play that was to be produced at the New York International Fringe Festival and a job waiting for her at the New Yorker. Tragically, five days after graduation, Marina died in a car crash. As her family, friends, and classmates, deep in grief, joined to create a memorial service for Marina, her unforgettable last essay for the Yale Daily News, ""The Opposite of Loneliness,"" went viral, receiving more than 1.4 million hits. She had struck a chord. Even though she was just twenty-two when she died, Marina left behind a rich, expansive trove of prose that, like her title essay, captures the hope, uncertainty, and possibility of her generation. The Opposite of Loneliness is an assem-blage of Marina's essays and stories that, like The Last Lecture, articulates the universal struggle that all of us face as we figure out what we aspire to be and how we can harness our talents to make an impact on the world.","2,4",362,Biography & Autobiography
387,9781626721623,The Empathy Exams,Leslie Jamison,2014,257,en,"A collection of essays explores empathy, using topics ranging from street violence and incarceration to reality television and literary sentimentality to ask questions about people's understanding of and relationships with others.","2,5",659,Biography & Autobiography
388,9780062381798,I Didn't Come Here to Make Friends,"Courtney Robertson, Deb Baer",2014,219,en,"In I Didn’t Come Here to Make Friends former Bachelor “villain” and season 16 winner Courtney Robertson shares her story of love and heartbreak, and the reality of appearing on reality TV. For the first time ever, a former Bachelor contestant takes us along on her journey to find love and reveals that “happily ever after” isn't always what it seems.","4,9",281,Biography & Autobiography
389,9780451223609,Look Alive Twenty-Five,Janet Evanovich,2019,338,en,"Stephanie Plum faces the toughest puzzle of her career in the twenty-fifth entry in Janet Evanovich's #1 New York Times-bestselling series, now in paperback for the first time. There's nothing like a good deli, and the Red River Deli in Trenton is one of the best. World-famous for its pastrami, cole slaw, and for its disappearing managers. Over the last month, three have vanished from the face of the earth, and the only clue in each case is one shoe that's been left behind. The police are baffled. Lula is convinced that it's a case of alien abduction. Whatever it is, they'd better figure out what's going on before they lose their new manager, Ms. Stephanie Plum.",1,511,Fiction
390,9780553907537,The Reckoning,John Grisham,2019,577,en,"#1 NEW YORK TIMES BESTSELLER • John Grisham's most powerful, surprising, and suspenseful thriller yet • “A murder mystery, a courtroom drama, a family saga.” —USA Today October 1946, Clanton, Mississippi Pete Banning was Clanton, Mississippi’s favorite son—a decorated World War II hero, the patriarch of a prominent family, a farmer, father, neighbor, and a faithful member of the Methodist church. Then one cool October morning he rose early, drove into town, and committed a shocking crime. Pete's only statement about it—to the sheriff, to his lawyers, to the judge, to the jury, and to his family—was: ""I have nothing to say."" He was not afraid of death and was willing to take his motive to the grave. In a major novel unlike anything he has written before, John Grisham takes us on an incredible journey, from the Jim Crow South to the jungles of the Philippines during World War II; from an insane asylum filled with secrets to the Clanton courtroom where Pete’s defense attorney tries desperately to save him. Reminiscent of the finest tradition of Southern Gothic storytelling, The Reckoning would not be complete without Grisham’s signature layers of legal suspense, and he delivers on every page. Don’t miss John Grisham’s new book, THE EXCHANGE: AFTER THE FIRM!","3,3",400,Fiction
391,9781626195271,Red War,"Vince Flynn, Kyle Mills",2019,432,en,"This instant #1 New York Times bestseller and “modern techno-thriller” (New York Journal of Books) follows Mitch Rapp in a race to prevent Russia’s gravely ill leader from starting a full-scale war with NATO. When Russian president Maxim Krupin discovers that he has inoperable brain cancer, he’s determined to cling to power. His first task is to kill or imprison any of his countrymen who can threaten him. Soon, though, his illness becomes serious enough to require a more dramatic diversion—war with the West. Upon learning of Krupin’s condition, CIA director Irene Kennedy understands that the US is facing an opponent who has nothing to lose. The only way to avoid a confrontation that could leave millions dead is to send Mitch Rapp to Russia under impossibly dangerous orders. With the Kremlin’s entire security apparatus hunting him, he must find and kill a man many have deemed the most powerful in the world. Success means averting a war that could consume all of Europe. But if his mission is discovered, Rapp will plunge Russia and America into a conflict that neither will survive in “a timely, explosive novel that shows yet again why Mitch Rapp is the best hero the thriller genre has to offer” (The Real Book Spy).","3,6",76,Fiction
392,9780804136631,Shadow Tyrants,"Clive Cussler, Boyd Morrison",2019,498,en,"Only Juan Cabrillo and the crew of the Oregon stand between two warring moguls and global havoc in this thrilling suspense novel in Clive Cussler's #1 New York Times bestselling series. Nearly two thousand years ago, an Eastern emperor charged a small group with safeguarding secrets powerful enough to change the history of mankind. They went down in legend as the Nine Unknown Men--and now two rival factions of their descendants are fighting a mighty battle. Both sides think they are saving the world, but their tactics could very well bring about the end of humankind. Soon, Juan Cabrillo and his team of expert operatives aboard the Oregon find themselves trapped between two power-hungry adversaries, both of whom are willing to use shocking means to accomplish their goals. Cabrillo and the team must divide and conquer as they fight dual threats, which include a supercomputer at sea and satellites that can wipe out technology across the globe--including the high-tech weapons on board the Oregon. The crew must rely on their unique skills to stop the tyrants in their tracks and save the earth from a dynasty of terror.",4,574,Fiction
393,9781626366480,Juror #3,James Patterson,2019,412,en,"Instant #1 New York Times bestseller! A young attorney tries her first case . . . and it's Murder One in a legal thriller from the world's #1 bestselling writer. Ruby Bozarth, a newcomer to Rosedale, Mississippi, is also fresh to the Mississippi Bar--and to the docket of Circuit Judge Baylor, who taps Ruby as defense counsel in a racially charged felony. The murder of a woman from one of the town's oldest families has Rosedale's upper crust howling for blood, and the prosecutor is counting on Ruby's inexperience to help him deliver a swift conviction. Ruby's client is a college football star who has returned home after a career-ending injury, and she is determined to build a defense that will stick. She finds help in unexpected quarters from Suzanne, a hard-charging attorney armed to the teeth, and Shorty, a diner cook who knows more than he lets on. Ruby never belonged to the country-club set, but once she nearly married into it. As news breaks of a second murder, Ruby's ex-fiancé, Lee Greene, shows up on her doorstep--a Southern gentleman in need of a savior. As lurid, intertwining investigations unfold, no one in Rosedale can be trusted, especially the twelve men and women impaneled on the jury. They may be hiding the most incendiary secret of all.","1,1",17,Fiction
394,9780451223890,Turning Point,Danielle Steel,2019,370,en,"#1 NEW YORK TIMES BESTSELLER • In Danielle Steel’s powerful new novel, four trauma doctors—the best and brightest in their field—confront exciting new challenges, both personally and professionally, when given an unusual opportunity. Bill Browning heads the trauma unit at San Francisco’s busiest emergency room, SF General. With his ex-wife and daughters in London, he immerses himself in his work and lives for rare visits with his children. A rising star at her teaching hospital, UCSF at Mission Bay, Stephanie Lawrence has two young sons, a frustrated stay-at-home husband, and not enough time for any of them. Harvard-educated Wendy Jones is a dedicated trauma doctor at Stanford, trapped in a dead-end relationship with a married cardiac surgeon. And Tom Wylie’s popularity with women rivals the superb medical skills he employs at his Oakland medical center, but he refuses to let anyone get too close, determined to remain unattached forever. These exceptional doctors are chosen for an honor and a unique project: to work with their counterparts in Paris in a mass-casualty training program. As professionals, they will gain invaluable knowledge from the program. As ordinary men and women, they will find that the City of Light opens up incredible new possibilities, exhilarating, enticing, and frightening. When an unspeakable act of mass violence galvanizes them into action, their temporary life in Paris becomes a stark turning point: a time to face harder choices than they have ever made before—with consequences that will last a lifetime.","4,2",290,Fiction
395,9781538713792,Hot Shot,Fern Michaels,2019,350,en,"The Sisterhood: a group of women bound by friendship and a quest for justice. Now their male allies, the Men of the Sisterhood, have formed a top-secret organization of their own, with the same goal of helping the helpless and righting the wrongs of the world . . . Loyalty is a way of life for the Sisterhood and their significant others. When lawyer Lizzie Fox’s husband, Cosmo Cricket, is left critically injured after being shot by an unknown assailant, the men of BOLO Consultants head straight for Las Vegas to comfort Lizzie—and to uncover a dangerous enemy in the City of Sin. As head of Nevada’s Gaming Commission, Cosmo has powerful enemies. Yet the shooting seems to be related to one of his private projects. Built in the desert outside Las Vegas, Happy Village is a flourishing community for seniors who have lost a spouse. Cosmo’s widowed father found new purpose in running the venture. But the neighborhood that’s now home to Happy Village was once run by rival gangs, a complicated past that has come to haunt the place. Jack, Harry, and the rest of the crew need to remove the threat, risking everything to take on a vicious and mysterious gang leader known only as Hot Shot. And while the men of the Sisterhood fight for justice for their friend, Cosmo is fighting for his life—and the stakes have never been higher . . .","1,7",798,Fiction
396,9781423163008,Connections in Death,J. D. Robb,2019,384,en,"In this gritty and gripping new novel in the #1 New York Times bestselling series, Eve Dallas fights to save the innocent—and serve justice to the guilty—on the streets of New York. Homicide cop Eve Dallas and her billionaire husband, Roarke, are building a brand-new school and youth shelter. They know that the hard life can lead kids toward dangerous crossroads—and with this new project, they hope to nudge a few more of them onto the right path. For expert help, they hire child psychologist Dr. Rochelle Pickering—whose own brother pulled himself out of a spiral of addiction and crime with Rochelle’s support. Lyle is living with Rochelle while he gets his life together, and he’s thrilled to hear about his sister’s new job offer. But within hours, triumph is followed by tragedy. Returning from a celebratory dinner with her boyfriend, she finds Lyle dead with a syringe in his lap, and Eve’s investigation confirms that this wasn’t just another OD. After all his work to get clean, Lyle’s been pumped full of poison—and a neighbor with a peephole reports seeing a scruffy, pink-haired girl fleeing the scene. Now Eve and Roarke must venture into the gang territory where Lyle used to run, and the ugly underground world of tattoo parlors and strip joints where everyone has taken a wrong turn somewhere. They both believe in giving people a second chance. Maybe even a third or fourth. But as far as they’re concerned, whoever gave the order on Lyle Pickering’s murder has run out of chances...","0,5",521,Fiction
397,9780316230070,The Goldfinch,Donna Tartt,2015,784,en,"WINNER OF THE PULITZER PRIZE ""The Goldfinch is a rarity that comes along perhaps half a dozen times per decade, a smartly written literary novel that connects with the heart as well as the mind....Donna Tartt has delivered an extraordinary work of fiction.""--Stephen King, The New York Times Book Review Theo Decker, a 13-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his longing for his mother, he clings to the one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art. As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love--and at the center of a narrowing, ever more dangerous circle. The Goldfinch is a mesmerizing, stay-up-all-night and tell-all-your-friends triumph, an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate.",4,717,Fiction
398,9780071821247,Crucible,James Rollins,2019,688,en,"“[Rollins] is what you might end up with if you tossed Michael Crichton and Dan Brown into a particle accelerator together.” —New York Times Book Review Arriving home on Christmas Eve, Commander Gray Pierce discovers his house ransacked, his pregnant lover missing, and his best friend’s wife, Kat, unconscious on the kitchen floor. With no shred of evidence to follow, his one hope to find the woman he loves and his unborn child is Kat, the only witness to what happened. But the injured woman is in a semi-comatose state and cannot speak—until a brilliant neurologist offers a radical approach to “unlock” her mind long enough to ask a few questions. What Pierce learns from Kat sets Sigma Force on a frantic quest for answers that are connected to mysteries reaching back to the Spanish Inquisition and to one of the most reviled and blood-soaked books in human history—a Medieval text known as the Malleus Maleficarum, the Hammer of Witches. What they uncover hidden deep in the past will reveal a frightening truth in the present and a future on the brink of annihilation, and force them to confront the ultimate question: What does it mean to have a soul? “When it comes to the blending of action, adventure, history, and science, there is no other author who does it better than Rollins.” —Booklist","0,8",361,Fiction
399,9780451232410,Cottage by the Sea,Debbie Macomber,2019,450,en,"NEW YORK TIMES BESTSELLER • A seaside town helps one young woman reclaim the light after darkness in an uplifting novel from #1 New York Times bestselling author Debbie Macomber. “Romantic, warm, and a breeze to read—one of Macomber’s best.”—Kirkus Reviews Annie Marlow has been through the worst. Rocked by tragedy, she heads to the one place that makes her happy: Oceanside in the Pacific Northwest, the destination of many family vacations when Annie was a teenager. Once there, Annie begins to restore her broken spirit, thanks in part to the folks she meets: a local painter, Keaton, whose large frame is equal to his big heart—and who helps Annie fix up her rental cottage by the sea; Mellie, the reclusive, prickly landlord Annie is determined to befriend; and Britt, a teenager with a terrible secret. But it is Keaton to whom Annie feels most drawn. His quiet, peaceful nature offers her both comfort and reprieve from her grief, and the two begin to grow closer. Then events threaten to undo the idyll Annie has come to enjoy. And when the opportunity of a lifetime lands in her lap, she is torn between the excitement of a new journey toward success and the safe and secure arms of the haven—and the man—she’s come to call home. In this heartwarming tale, Annie finds that the surest way to fix what is damaged within is to help others rise above their pain and find a way to heal. Praise for Cottage by the Sea “Macomber never disappoints. Tears and laughter abound in this story of loss and healing that will wrap you up and pull you in; readers will finish it in one sitting.”—Library Journal (starred review) “Macomber’s story of tragedy and triumph is emotionally engaging from the outset and ends with a satisfying conclusion. Readers will be most taken by the characters, particularly Annie, a heartwarming lead who bolsters the novel.”—Publishers Weekly","4,6",275,Fiction
400,9780553392593,A Column of Fire,Ken Follett,2019,930,en,"#1 NEW YORK TIMES BESTSELLER “Absorbing . . . impossible to resist.” —The Washington Post As Europe erupts, can one young spy protect his queen? #1 New York Times bestselling author Ken Follett takes us deep into the treacherous world of powerful monarchs, intrigue, murder, and treason with his magnificent new epic, A Column of Fire. In 1558, the ancient stones of Kingsbridge Cathedral look down on a city torn apart by religious conflict. As power in England shifts precariously between Catholics and Protestants, royalty and commoners clash, testing friendship, loyalty, and love. Ned Willard wants nothing more than to marry Margery Fitzgerald. But when the lovers find themselves on opposing sides of the religious conflict dividing the country, Ned goes to work for Princess Elizabeth. When she becomes queen, all Europe turns against England. The shrewd, determined young monarch sets up the country’s first secret service to give her early warning of assassination plots, rebellions, and invasion plans. Over a turbulent half century, the love between Ned and Margery seems doomed as extremism sparks violence from Edinburgh to Geneva. Elizabeth clings to her throne and her principles, protected by a small, dedicated group of resourceful spies and courageous secret agents. The real enemies, then as now, are not the rival religions. The true battle pitches those who believe in tolerance and compromise against the tyrants who would impose their ideas on everyone else—no matter what the cost. Set during one of the most turbulent and revolutionary times in history, A Column of Fire is one of Follett’s most exciting and ambitious works yet. It will delight longtime fans of the Kingsbridge series and is the perfect introduction for readers new to Ken Follett.","3,5",312,Fiction
401,9780064471053,The Art of Racing in the Rain Tie-in,Garth Stein,2019,336,en,"New York Times Bestseller A beautifully crafted and captivating look at the wonders and absurdities of human life . . . as only a dog could tell it—now a major motion picture from Fox 2000 starring Milo Ventimiglia, Amanda Seyfried, and Kevin Costner. “The Art of Racing in The Rain has everything: love, tragedy, redemption, danger, and—most especially—the canine narrator Enzo. This old soul of a dog has much to teach us about being human. I loved this book.”—Sara Gruen, Author of Water for Elephants The Art of Racing in the Rain—the blockbuster New York Times bestselling novel—is now a major motion picture from Fox 2000, with a screenplay by Mark Bomback, starring Milo Ventimiglia as Denny, Amanda Seyfried as Eve, and Kevin Costner as the voice of Enzo, with Simon Curtis (Goodbye Christopher Robin) directing. Enzo is a very special dog who takes stock of his life on the eve of his death. As he recalls all that he and his family have been through: the sacrifices his master, Denny Swift—an up-and-coming race car driver—has made to succeed professionally; the unexpected loss of Eve, Denny's wife; the three-year battle over their daughter, Zoë, whose maternal grandparents pulled every string to gain custody. In the end, Enzo comes through heroically to preserve the Swift family, holding in his heart the dream that Denny will become a racing champion with Zoë at his side. Having gained tremendous insight into the human condition, Enzo discovers that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.","2,3",978,Fiction
402,9780553806700,The Couple Next Door,Shari Lapena,2018,350,en,"A NEW YORK TIMES BESTSELLER Another thrilling domestic suspense novel from the New York Times bestselling author of Not a Happy Family “The twists come as fast [as] you can turn the pages.” —People “I read this novel at one sitting, absolutely riveted by the storyline. The suspense was beautifully rendered and unrelenting!” —Sue Grafton It all started at a dinner party. . . A domestic suspense debut about a young couple and their apparently friendly neighbors—a twisty, rollercoaster ride of lies, betrayal, and the secrets between husbands and wives. . . Anne and Marco Conti seem to have it all—a loving relationship, a wonderful home, and their beautiful baby, Cora. But one night, when they are at a dinner party next door, a terrible crime is committed. Suspicion immediately lands on the parents. But the truth is a much more complicated story. Inside the curtained house, an unsettling account of what actually happened unfolds. Detective Rasbach knows that the panicked couple is hiding something. Both Anne and Marco soon discover that the other is keeping secrets, secrets they've kept for years. What follows is the nerve-racking unraveling of a family—a chilling tale of deception, duplicity, and unfaithfulness that will keep you breathless until the final shocking twist.","2,5",316,Fiction
403,9781101445990,The Stalking,Heather Graham,2019,350,en,"A New York Times bestseller! Only from Heather Graham--spine-tingling suspense laced with the otherworldly as the FBI's Krewe of Hunters tracks a killer who seems to be a dark legend come to life. With the execution of a serial killer known as the Artiste, Cheyenne Donegal thinks a grim part of her past is finally put to rest. Her cousin had been the twisted killer's final victim, and then-teenage Cheyenne was integral in bringing him to justice. That tragedy drove her to become an FBI agent. And now she's back in Louisiana because someone is murdering young women in the same manner as the Artiste. Krewe of Hunters agent Andre Broussard has deep ties in New Orleans and Cajun country beyond. He knows that more than one monster has stalked the bayou. Has a deadly threat been resurrected, or does someone have a dark inspiration? With the life of a missing woman on the line, Cheyenne and Andre have to set aside their doubts about each other and work to discover the truth. The case is too close and too personal--but they can't let it go, especially now that a ruthless killer has turned the tables and is hunting them.","3,6",747,Fiction
404,9781439123683,Restart,Gordon Korman,1905,350,en,"When Chase returns to middle school after falling off the roof and losing his memory, he learns that the person he was before the amnesia is not someone he likes.","3,5",253,Juvenile Fiction
405,9781439146934,Front Desk,Kelly Yang,1905,350,en,"Recent immigrants from China and desperate for work and money, ten-year-old Mia Tang's parents take a job managing a rundown motel in Southern California, even though the owner, Mr. Yao is a nasty skinflint who exploits them; while her mother (who was an engineer in China) does the cleaning, Mia works the front desk and tries to cope with demanding customers and other recent immigrants--not to mention being only one of two Chinese in her fifth grade class, the other being Mr. Yao's son, Jason.","3,4",621,JUVENILE FICTION
406,9781423102991,Wish,Barbara O'Connor,2017,350,en,"Eleven-year-old Charlie Reese has been making the same silent wish since fourth grade, hoping that someday it will come true. When her irresponsible parents send her to the Blue Ridge Mountains of North Carolina to live with family members she doesn't know, she needs that wish to come true more than ever. A stray dog, a great friend, and the love of a big-hearted aunt and uncle just might make it happen.","0,9",761,Juvenile Fiction
407,9780375869020,Ghost Boys,Jewell Parker Rhodes,2019,350,en,"A heartbreaking and powerful story about a black boy killed by a police officer, drawing connections through history, from award-winning author Jewell Parker Rhodes. An instant New York Times bestsellerAn instant IndieBound bestsellerThe #1 Kids' Indie Next PickA Walter Award winner Only the living can make the world better. Live and make it better. Twelve-year-old Jerome is shot by a police officer who mistakes his toy gun for a real threat. As a ghost, he observes the devastation that's been unleashed on his family and community in the wake of what they see as an unjust and brutal killing. Soon Jerome meets another ghost: Emmett Till, a boy from a very different time but similar circumstances. Emmett helps Jerome process what has happened, on a journey towards recognizing how historical racism may have led to the events that ended his life. Jerome also meets Sarah, the daughter of the police officer, who grapples with her father's actions. Once again Jewell Parker Rhodes deftly weaves historical and socio-political layers into a gripping and poignant story about how children and families face the complexities of today's world, and how one boy grows to understand American blackness in the aftermath of his own death.","0,1",778,Juvenile Fiction
408,9780385337007,I Am Malala,Malala Yousafzai,2016,256,en,"The bestselling memoir by Nobel Peace Prize winner Malala Yousafzai, now in paperback with a new epilogue! I Am Malala. This is my story. Malala Yousafzai was only ten years old when the Taliban took control of her region. They said music was a crime. They said women weren't allowed to go to the market. They said girls couldn't go to school. Raised in a once-peaceful area of Pakistan transformed by terrorism, Malala was taught to stand up for what she believes. So she fought for her right to be educated. And on October 9, 2012, she nearly lost her life for the cause: She was shot point-blank while riding the bus on her way home from school. No one expected her to survive. Now Malala is an international symbol of peaceful protest and the youngest ever Nobel Peace Prize winner. In this Young Readers Edition of her bestselling memoir, which has been reimagined specifically for a younger audience and includes exclusive photos and material, we hear firsthand the remarkable story of a girl who knew from a young age that she wanted to change the world -- and did. Malala's powerful story will open your eyes to another world and will make you believe in hope, truth, miracles and the possibility that one person -- one young person -- can inspire change in her community and beyond.","0,1",590,Juvenile Nonfiction
409,9780307265739,Too Big to Fail,Andrew Ross Sorkin,1905,350,en,"Named a Best Book of the Year by: The Economist, The Financial Times, Business Week, and 800-CEO-Read Winner of the Gerald Loeb Award for Best Business Book ""Too Big To Fail is too good to put down. . . . It is the story of the actors in the most extraordinary financial spectacle in 80 years, and it is told brilliantly."" --The Economist ""Vigorously reported, superbly organized . . . For those of us who didn't pursue MBAs--and have the penny-ante salaries to prove it--Sorkin's book offers a clear, cogent explanation of what happened and why it matters."" --Julia Keller, Chicago Tribune ""Sorkin's prodigious reporting and lively writing put the reader in the room for some of the biggest-dollar conference calls in history. It's an entertaining, brisk book."" --Paul M. Barrett, The New York Times Book Review ""Sorkin's densely detailed and astonishing narrative of the epic financial crisis of 2008 is an extraordinary achievement that will be hard to surpass as the definitive account."" --John Gapper, Financial Times A brilliantly reported true-life thriller that goes behind the scenes of the financial crisis on Wall Street and in Washington, the basis for the HBO film In one of the most gripping financial narratives in decades, Andrew Ross Sorkin-a New York Times columnist and one of the country's most respected financial reporters-delivers the first definitive blow- by-blow account of the epochal economic crisis that brought the world to the brink. Through unprecedented access to the players involved, he re-creates all the drama and turmoil of these turbulent days, revealing never-before-disclosed details and recounting how, motivated as often by ego and greed as by fear and self-preservation, the most powerful men and women in finance and politics decided the fate of the world's economy.","4,4",141,Bank failures
410,9780061473678,Tribal Leadership,"Dave Logan, John King, Halee Fischer-Wright",2011,350,en,"Every organization is composed of tribes—naturally occurring groups of between 20 and 150 people. Until now, only a few leaders could identify and develop their tribes, and those rare individuals were rewarded with loyalty, productivity, and industry-changing innovation. Tribal Leadership shows leaders how to assess, identify, and upgrade their tribes' cultures, one stage at a time. The result is an organization that can thrive in any economy.","2,2",783,Business & Economics
411,9780446563048,The Big Short: Inside the Doomsday Machine,Michael M. Lewis,2011,287,en,"The author examines the causes of the U.S. stock market crash of 2008 and its relation to overpriced real estate, bad mortgages, shareholder demand for excessive profits, and the growth of toxic derivatives.","1,2",923,Business & Economics
412,9780316067607,The Checklist Manifesto,Atul Gawande,1905,350,en,"A New York Times Bestseller In latest bestseller, Atul Gawande shows what the simple idea of the checklist reveals about the complexity of our lives and how we can deal with it. The modern world has given us stupendous know-how. Yet avoidable failures continue to plague us in health care, government, the law, the financial industry--in almost every realm of organized activity. And the reason is simple: the volume and complexity of knowledge today has exceeded our ability as individuals to properly deliver it to people--consistently, correctly, safely. We train longer, specialize more, use ever-advancing technologies, and still we fail. Atul Gawande makes a compelling argument that we can do better, using the simplest of methods: the checklist. In riveting stories, he reveals what checklists can do, what they can't, and how they could bring about striking improvements in a variety of fields, from medicine and disaster recovery to professions and businesses of all kinds. And the insights are making a difference. Already, a simple surgical checklist from the World Health Organization designed by following the ideas described here has been adopted in more than twenty countries as a standard for care and has been heralded as ""the biggest clinical invention in thirty years"" (The Independent).","3,6",802,Business & Economics
413,9780060889586,SuperFreakonomics,"Steven D. Levitt, Stephen J. Dubner",2011,338,en,"The New York Times bestselling Freakonomics was a worldwide sensation. Now, Steven D. Levitt and Stephen J. Dubner return with SuperFreakonomics, and fans and newcomers alike will find that the ""freakquel"" is even bolder, funnier, and more surprising than the first. SuperFreakonomics challenges the way we think all over again, exploring the hidden side of everything with such questions as: How is a street prostitute like a department store Santa? Who adds more value: a pimp or a Realtor? What do hurricanes, heart attacks, and highway deaths have in common? Did TV cause a rise in crime? Can eating kangaroo meat save the planet? Whether investigating a solution to global warming or explaining why the price of oral sex has fallen so drastically, Levitt and Dubner show the world for what it really is—good, bad, ugly, and, in the final analysis, superfreaky.","2,6",69,Business & Economics
414,9780060731335,Freakonomics,"Steven D. Levitt, Stephen J. Dubner",2009,352,en,"Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? How much do parents really matter? These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He studies the riddles of everyday life—from cheating and crime to parenting and sports—and reaches conclusions that turn conventional wisdom on its head. Freakonomics is a groundbreaking collaboration between Levitt and Stephen J. Dubner, an award-winning author and journalist. They set out to explore the inner workings of a crack gang, the truth about real estate agents, the secrets of the Ku Klux Klan, and much more. Through forceful storytelling and wry insight, they show that economics is, at root, the study of incentives—how people get what they want or need, especially when other people want or need the same thing.","2,3",762,Business & Economics
415,9780142402511,"Likeable Social Media: How to Delight Your Customers, Create an Irresistible Brand, and Be Generally Amazing on Facebook (& Other Social Networks)",Dave Kerpen,2011,290,en,"THE NEW YORK TIMES AND USA TODAY BESTSELLER! The secret to successful word-of-mouth marketing on the social web is easy: BE LIKEABLE. A friend’s recommendation is more powerful than any advertisement. In the world of Facebook, Twitter, and beyond, that recommendation can travel farther—and faster—than ever before. Likeable Social Media helps you harness the power of word-of-mouth marketing to transform your business. Listen to your customers and prospects. Deliver value, excitement, and surprise. And most important, learn how to truly engage your customers and help them spread the word. Praise for Likeable Social Media: “Dave Kerpen’s insights and clear, how-to instructions on building brand popularity by truly engaging with customers on Facebook, Twitter, and the many other social media platforms are nothing short of brilliant.” Jim McCann, founder of 1-800-FLOWERS.COM and Celebrations.com “Alas, common sense is not so common. Dave takes you on a (sadly, much needed) guided tour of how to be human in a digital world.” Seth Godin, author of Poke the Box “Likeable Social Media cuts through the marketing jargon and technical detail to give you what you really need to make sense of this rapidly changing world of digital marketing and communications. Being human—being likeable—will get you far.” Scott Monty, Global Digital Communications, Ford Motor Company “Dave gives you what you need: Practical, specific how-to advice to get people talking about you."" Andy Sernovitz, author of Word of Mouth Marketing: How Smart Companies Get People Talking","0,6",71,Business & Economics
416,9780849949203,What to Expect When You're Expecting,"Heidi Murkoff, Sharon Mazel",2008,642,en,"Cuts through the confusion surrounding pregnancy and birth by debunking dozens of myths that mislead parents, offering explanations of medical terms, and covering a variety of issues including prenatal care, birth defects, and amniocentesis.","4,1",946,Health & Fitness
417,9780062267405,Etched in Sand,Regina Calcaterra,2013,224,en,"Regina’s Calcaterra memoir, Etched in Sand, is an inspiring and triumphant coming-of-age story of tenacity and hope. Regina Calcaterra is a successful lawyer, New York State official, and activist. Her painful early life, however, was quite different. Regina and her four siblings survived an abusive and painful childhood only to find themselves faced with the challenges of the foster-care system and intermittent homelessness in the shadows of Manhattan and the Hamptons. A true-life rags-to-riches story, Etched in Sand chronicles Regina’s rising above her past, while fighting to keep her brother and three sisters together through it all. Beautifully written, with heartbreaking honesty, Etched in Sand is an unforgettable reminder that regardless of social status, the American Dream is still within reach for those who have the desire and the determination to succeed.","2,9",891,Family & Relationships
418,9781594481772,How to Talk So Kids Will Listen & Listen So Kids Will Talk,"Adele Faber, Elaine Mazlish",2012,384,en,"Details a program for improving communication between parents and children, providing sample dialogues and role-playing exercises.",3,677,Family & Relationships
